title,year,url,popularity,verse
Cigarretes Alcohol,2006,http://www.metrolyrics.com/cigarretes-alcohol-lyrics-oasis.html,3,"Is it my imagination
Or have I finally found something worth living for?
I was looking for some action
But all I found was cigarettes and alcohol
You could wait for a lifetime
To spend your days in the sunshine
You might as well do the white line
'Cos when it comes on top
You gotta make it happen
You gotta make it happen
You gotta make it happen
You gotta make it happen
Is it worth the aggravation
To find yourself a job when there's nothing worth working for?
It's a crazy situation
But all I need are cigarettes and alcohol
You could wait for a lifetime
To spend your days in the sunshine
You might as well do the white line
Cos when it comes on top
You gotta make it happen
You gotta make it happen
You gotta make it happen
You gotta make it happen
You gotta, you gotta, you gotta make it
You gotta, you gotta, you gotta make it
You gotta, you gotta, you gotta make it
You gotta, you gotta, you gotta make it"
Cloudburst,2006,http://www.metrolyrics.com/cloudburst-lyrics-oasis.html,0,"Wake up! there's a new day dawning
I think I'll take a little walk for a while
I need shades cos the sun is blinding
And I can see for miles and miles
I can feel the earth beneath me
I lie down, we are as one
And they look but they cannot find me
Coz I'm off heading for the sun
I'm getting colder
I feel a chill in the air
There's a change in the weather
Here it comes again
Now I can feel the rain
The wind that brings on the change
Is taking me over
The wind that brings on the rain
Is making me older
Downtown the moon is shining
I'm gonna dress it up in style
My business everybody's minding
And I need to get away for a while
I'm getting colder
I feel a chill in the air
There's a change in the weather
Here it comes again
Now I can feel the rain
The wind that brings on the change
Is taking me over
The wind that brings on the rain
Is making me older"
Colour My Life,2006,http://www.metrolyrics.com/colour-my-life-lyrics-oasis.html,3,"If you're wondering why I've not been speaking my mind sir
It took so long since I could call this my home
My shapes of confusion fit holes of frustration
And there's nothing worse then being home on your own
You can colour my life
Until it fits with your own
You can colour my life
Until it fits with your own
I've been wondering why you've not been speaking your mind sir
I've coloured my life and I'll make no bones
My shapes of confusion fit holes of frustration
You can colour my life until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
You can colour my life
If you're wondering why I've not been speaking my mind sir
It took so long since I could call this my home
My shapes of confusion fit holes of frustration
You can colour my life until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
Until it fits with your own
You can colour my life
You can colour my life
Colour my life
Colour my life
Colour my life"
Columbia,2006,http://www.metrolyrics.com/columbia-lyrics-oasis.html,3,"There we were, now here we are
All this confusion, nothing's the same to me
There we were, now here we are
All this confusion, nothing's the same to me
I can't tell you the way I feel
Because the way I feel is oh so new to me
I can't tell you the way I feel
Because the way I feel is oh so new to me
What I heard is not what I hear
I can see the signs but they're not very clear
What I heard is not what I hear
I can see the signs but they're not very clear
So I can't tell you the way I feel
Because the way I feel is oh so new to me
I can't tell you the way I feel
Because the way I feel is oh so new to me
This is confusion, am I confusing you?
This is confusion, am I confusing you?
This is peculiar, we don't want to fool ya
This is peculiar, we don't want to fool ya
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah
Yeah yeah yeah"
Come Together,2006,http://www.metrolyrics.com/come-together-lyrics-oasis.html,0,"Here come old flattop he come grooving up slowly
He got joo-joo eyeball he one holy roller
He got hair down to his knee
Got to be a joker he just do what he please
He wear no shoeshine he got toe-jam football
He got monkey finger he shoot coca-cola
He say I know you, you know me
One thing I can tell you is you got to be free
Come together right now over me
He bag production he got walrus gumboot
He got ono sideboard he one spinal cracker
He got feet down below his knee
Hold you in his armchair you can feel his disease
Come together right now over me
He roller-coaster he got early warning
He got muddy water he one mojo filter
He say one and one and one is three
Got to be good-looking 'cause he's so hard to see
Come together right now over me"
Comin' On Strong,2016,http://www.metrolyrics.com/comin-on-strong-lyrics-oasis.html,0,"Your the devil in me that I brought in from the cold
Your body's still young and your mind is very old
Your comin' on strong and I like the way
The visions we had are just fading away
You're part of the life that I never had
You said that man it's just too bad
I see the animals and ask when summer starts to fall
I hear there's happiness around which is banging down the hall
Your part of my mind that's been and gone
She said she'd return and it won't be long
She's part of the life that I never had
She said that man it's just too bad
I want the whole of my life to be something that I can see
I want the whole of my life to be something that I can be
Your comin' on strong
Your comin' on strong
Your comin' on strong
Your comin' on strong
Your the devil in me that I brought in from the cold
Your body's still young and your mind is very old
Your comin' on strong and I like the way
The visions we had are just fading away
You're part of the life that I never had
You said that man it's just too bad
I want the whole of my life to be something that I can see
I want the whole of my life to be something that I can be
Your comin' on strong
Your comin' on strong
Your comin' on strong
Your comin' on strong"
Cum on Feel The Noize,2006,http://www.metrolyrics.com/cum-on-feel-the-noize-lyrics-oasis.html,0,"So you think you got an evil mind
Well I'll tell you honey
And I don't know why
I don't know why
So you think my singin's' out of time
Well it makes me money
And I don't know why
I don't know why
Anymore, oh no
So cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
We'll get wild, wild, wild
Cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
Til dawn
So you think you I got a funny face
Well I'm not worried
And I don't know why
I don't know why
Along about last week I stopped this race
I'm in no hurry
And I don't know why
I don't know why
Anymore, no no
So cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
Wild, wild, wild
Cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
Til dawn
Well you think we have a lazy time
You should know better
I don't know why
I don't know why
And you say I got a dirty mind
Well I'm a mean go-getter
I don't know why
I don't know why
Anymore, oh no
So cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
Wild, wild, wild
So cum on feel the noize
Girls rock your boys
We'll get wild, wild, wild
Til dawn"
D'yer Wanna Be A Spaceman,2006,http://www.metrolyrics.com/dyer-wanna-be-a-spaceman-lyrics-oasis.html,3,"I haven't seen your face round
Since I was a kid
You're bringing back those memories
Of the things that we did
You're hangin round
And climbing trees
Pretending to fly
D'yer wanna be a spaceman
And live in the sky
You got how many bills to pay
And how many kids
And you forgot about
The things that we did
The town where we're living
Has made you a man
And all of your dreams
Are washed in the sand
Well it's alright
It's alright
Who are you and me to say
What's wrong and what's right
Do you still feel like me
We sit down here
And we shall see
We can talk
And find common ground
And we can just forget
About feeling down
We can just forget
About life in this town.
It's funny how your dreams
Change as you're growing old
You don't wanna be no spaceman
You just want gold
All the dream stealers
Are lying in wait
But if you wanna be a spaceman
It's still not too late
Well it's alright
And it's alright
Who are you and me to say
What's wrong and what's right
Do you still feel like me
We sit down here
And we shall see
We can talk
And find common ground
And we can just forget
About feeling down
We can just forget
About life in this town."
D'you Know What I Mean,2006,http://www.metrolyrics.com/dyou-know-what-i-mean-lyrics-oasis.html,2,"Step off the train all alone at dawn
Back into the hole where I was born
The sun in the sky never raised an eye to me
There's blood on the tracks and they must be mine
The fool on the hill and I feel fine
Don't look back 'cause you know what you might see
Look into the wall of my mind's eye
I think I know but I don't know why
The questions are the answers you might need
Coming in a mess going out in style
I ain't good-looking but I'm someone's child
No one can give me the air that's mine to breathe
I met my maker I made him cry
And on my shoulder he asked me why
His people won't fly through the storm
I said ""Listen up man they don't even know you're born""
All my people right here right now
D'you know what I mean?
Yeah yeah
I don't really care for what you believe
So open up your fist or you won't receive
The thoughts and the words of every man you'll need
Get up off the floor and believe in life
No one's ever gonna ever ask you twice
Get on the bus and bring it on home to me
I met my maker I made him cry
And on my shoulder he asked me why
His people won't fly through the storm
I said ""Listen up man they don't even know you're born""
All my people right here right now
D'you know what I mean?
Yeah yeah"
D'You Know What I Mean? (Remastered),2018,http://www.metrolyrics.com/dyou-know-what-i-mean-remastered-lyrics-oasis.html,0,"Step off the train all alone at dawn
Back into the hole where I was born
The sun in the sky never raised an eye to me
The blood on the tracks and must be mine
The fool on the hill and I feel fine
Don't look back 'cause you know what you might see
Look into the wall of my mind's eye
I think I know, but I don't know why
The questions are the answers you might need
Coming in a mess going out in style
I ain't good looking but I'm someone's child
No one can give me the air that's mine to breathe
I met my maker, I made him cry
And on my shoulder he asked me why
His people won't fly through the storm
I said ""Hey listen up man, they don't even know you're born""
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
Yeah yeah, yeah yeah
I don't really care for what you believe
So open up your fist or you won't receive
The thoughts and the words of every man you'll need
Get up off the floor and believe in life
No one's ever gonna ever ask you twice
Get on the bus and bring it on home to me
I met my maker, I made him cry
And on my shoulder he asked me why
His people won't fly through the storm
I said ""Listen up man, they don't even know you're born""
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
Yeah yeah, yeah yeah, yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
All my people right here, right now
D'you know what I mean? Yeah yeah
Yeah yeah, yeah yeah, yeah yeah, yeah yeah"
Day Tripper,2006,http://www.metrolyrics.com/day-tripper-lyrics-oasis.html,0,"Got a good reason
For taking the easy way out
Got a good reason
For taking the easy way out now
She was a day tripper
A one way ticket yeah
It took me so long to find out
But I found out
She's a big teaser
She took me half the way there
She's a big teaser
She took me half the way there now
She was a day tripper
A one way ticket yeah
It took me so long to find out
And I found out
Tried to please her
She only played one night stands
Tried to please her
She only played one night stands, now
She was a day tripper
A sunday driver yeah
Took me so long to find out
And I found out
Day tripper
Day tripper yeah
Day tripper
Day tripper yeah
Day tripper"
Digsy's Diner,2006,http://www.metrolyrics.com/digsys-diner-lyrics-oasis.html,0,"What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
I'll treat you like a Queen
I'll give you strawberries and cream
Then your friends will all go green
For my lasagne
These could be the best days of our lives
But I don't think we've been living very wise
Oh no, no
What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
These could be the best days of our lives
But I don't think we've been living very wise
Oh no, no, no
What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
I'll treat you like a Queen
I'll give you strawberries and cream
Then your friends will all go green
Then your friends will all go green
Then your friends will all go green
For my lasagne"
Digsy's Dinner,2006,http://www.metrolyrics.com/digsys-dinner-lyrics-oasis.html,3,"What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
I'll treat you like a Queen
I'll give you strawberries and cream
Then your friends will all go green
For my lasagne
These could be the best days of our lives
But I don't think we've been living very wise
Oh no, no
What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
These could be the best days of our lives
But I don't think we've been living very wise
Oh no, no, no
What a life it would be
If you could come to mine for tea
I'll pick you up at half past three
We'll have lasagne
I'll treat you like a Queen
I'll give you strawberries and cream
Then your friends will all go green
Then your friends will all go green
Then your friends will all go green
For my lasagne"
